timestamp,field_id,soil_ph,nitrogen,phosphorus,potassium,temperature,q_value,year,moisture,scenario
1970-12-31,grid_47.92_-109.92,6.1,13.3,22.0,100.0,20.0,0.1022999,1970.0,30.0,real_world
1970-12-31,grid_48.3_-110.1,6.9,8.95,22.0,100.0,20.0,0.2757166,1970.0,30.0,real_world
1970-12-31,grid_48.75_-110.87,7.6,13.45,17.5,100.0,20.0,0.8152361,1970.0,30.0,real_world
1970-12-31,grid_48.8_-111.64,6.9,26.9,11.5,100.0,20.0,0.7536756,1970.0,30.0,real_world
1970-12-31,grid_48.8_-111.52,7.8,11.75,8.5,100.0,20.0,0.8994221,1970.0,30.0,real_world
1970-12-31,grid_39.54_-91.33,6.98,100.0,50.0,100.0,20.0,0.8037597,1970.0,30.0,real_world
1970-12-31,grid_39.54_-91.33,6.98,100.0,14.35,100.0,20.0,0.8037597,1970.0,30.0,real_world
1970-12-31,grid_39.54_-91.33,6.98,100.0,50.0,100.0,20.0,0.8037597,1970.0,30.0,real_world
1970-12-31,grid_39.54_-91.33,6.98,100.0,22.55,66.44999999999999,20.0,0.8037597,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,5.26,100.0,8.415,51.849999999999994,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,5.26,100.0,7.825,50.55,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,5.26,100.0,8.765,57.05,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,10.47,54.9,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,9.235,49.5,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,10.08,48.3,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,4.385,76.95,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,4.48,81.2,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,4.315,88.65,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_9.42_-0.97,4.77,100.0,4.585,83.75,20.0,0.8234423,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.05625000000000001,29.79,0.045000000000000005,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.0405,34.79,0.035,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.03175,19.365,0.0465,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.05650000000000001,22.22,0.1,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.04475,19.8525,0.027499999999999997,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_4.75_7.3,4.5,0.0345,11.772499999999997,0.024999999999999998,20.0,0.1322363,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.11,50.0,0.5449999999999999,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.11,50.0,0.64,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.09,50.0,0.585,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.08499999999999999,37.14,0.74,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.08,30.035,0.295,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_7.5_3.9,6.2,0.08499999999999999,20.830000000000002,0.3,20.0,0.1406524,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.15,3.325,0.16,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.125,3.3,0.38,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.1,0.6299999999999999,0.135,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.10500000000000001,0.8200000000000001,0.315,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.105,1.15,0.12,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_3.5_11.7,5.0,0.09,0.9,0.195,20.0,0.2159952,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,19.3,13.15,0.29,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,17.75,13.0,0.235,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,16.9,12.95,0.265,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,17.85,12.9,0.295,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,16.65,13.8,0.28500000000000003,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,15.600000000000001,13.2,0.255,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,14.7,13.0,0.26,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,15.05,13.2,0.255,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,15.25,13.15,0.295,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,14.350000000000001,13.45,0.235,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,16.4,10.850000000000001,0.27,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,14.850000000000001,10.7,0.215,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,14.0,10.65,0.245,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,14.95,10.600000000000001,0.275,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,13.75,11.5,0.265,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,12.7,10.9,0.235,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,11.8,10.7,0.24,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,12.149999999999999,10.9,0.235,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,12.35,10.850000000000001,0.275,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_-13.65_32.57,5.3,11.45,11.15,0.215,20.0,0.8888509,1970.0,30.0,real_world
1970-12-31,grid_35.15_128.09,6.6,100.0,38.25,0.3,20.0,0.939362,1970.0,30.0,real_world
1970-12-31,grid_35.15_128.09,6.6,100.0,48.0,0.3,20.0,0.939362,1970.0,30.0,real_world
1970-12-31,grid_52.19_0.97,7.6,8.450000000000001,45.5,0.261,20.0,0.5247183,1970.0,30.0,real_world
1970-12-31,grid_52.19_0.97,7.5,7.175,50.0,0.32675000000000004,20.0,0.5247183,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,1.045,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,2.335,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,0.8899999999999999,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,1.73,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,0.16999999999999998,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,0.29500000000000004,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-39.24_175.61,6.1,100.0,50.0,0.895,20.0,0.5532148,1970.0,30.0,real_world
1970-12-31,grid_-33.38_151.35,5.4,100.0,50.0,0.2,20.0,0.880402,1970.0,30.0,real_world
1970-12-31,grid_-33.38_151.35,5.5,100.0,50.0,0.195,20.0,0.880402,1970.0,30.0,real_world
1970-12-31,grid_-33.38_151.35,5.6,100.0,50.0,0.22999999999999998,20.0,0.880402,1970.0,30.0,real_world
1970-12-31,grid_-33.38_151.35,5.7,100.0,50.0,0.275,20.0,0.880402,1970.0,30.0,real_world
